,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138
761,7,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,5,6,8,9,2,1,8,13,11,3,3,8,9,8,7,5,5,5,5,5,6,7,7,7,5,4,9,9,7,6,6,6,7,7,6,5,5,6,7,6,6,6,6,6,6,7,7,7,11,13,9,5,0,0,8,13,13,13,8,0,2,3,3,6,8,5,7,8,9,9,8,8,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6
762,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,5,5,5,5,5,6,9,12,8,5,8,8,5,4,4,5,7,8,9,8,7,5,4,5,7,9,7,5,7,8,8,7,4,2,7,12,10,5,3,2,3,3,4,6,11,13,13,8,1,1,1,0,4,8,10,11,12,12,10,9,7,6,3,0,0,0,0,6,12,13,13,13,11,8,6,4,4,5,6,6,7,7,7,7,8,8,7,6,6,6,6,6,6,6,6,6,6,6,6
763,7,7,7,6,6,6,7,7,7,7,7,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,5,5,6,8,8,6,5,6,8,8,9,7,8,10,1,0,2,7,12,11,9,9,9,9,8,6,6,6,6,6,6,6,5,6,7,8,8,7,5,2,6,10,10,8,6,6,5,5,6,12,12,5,0,0,1,13,13,13,0,0,1,5,4,4,9,12,12,9,3,2,11,7,7,8,4,5,5,7,8,7,7,6,6,6,6,7,7,7,7,6,5,6,6,7,7,7,6,6,6,7,8,8,7,7,6
764,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,4,4,6,8,8,5,3,8,13,13,9,0,0,2,8,9,7,6,7,7,7,6,5,5,6,6,6,6,6,6,6,6,6,7,7,6,7,9,9,8,5,5,5,6,7,7,4,2,4,10,10,9,7,7,6,6,6,5,4,3,4,11,13,13,6,0,4,11,9,0,0,0,0,11,13,13,12,7,5,5,6,7,7,8,9,10,11,12,12,12,11,9,7,6,6
765,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,6,6,6,6,7,7,7,7,7,7,6,6,6,6,7,7,6,6,6,6,7,7,7,6,6,6,6,6,6,6,6,6,7,8,7,6,6,6,7,7,7,6,6,6,6,6,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,7,7,7,6,6,6,6,6,6,6,6,7,7,7,8,11,12,10,10,8,3,0,2,10,0,0,9,13,13,7,7,11,10,10,10,9,8,6,5,4,5,5,5,5,5,4,5,5,5,4,4,3,2,3,9,13,13,13,13,8,0,0,12
766,7,7,6,6,6,6,6,7,7,7,7,7,6,6,6,5,5,6,6,6,6,6,6,6,6,7,7,7,7,6,6,6,6,7,7,7,7,6,6,5,5,5,5,6,6,6,8,13,13,13,9,5,2,1,1,2,3,8,11,11,10,9,6,2,1,3,5,6,7,6,4,8,13,13,10,3,1,0,0,1,1,1,4,13,13,9,0,0,3,8,11,13,11,5,3,5,7,9,10,8,4,1,2,9,13,11,1,0,3,8,6,5,7,8,6,7,7,6,6,5,5,5,6,7,7,8,7,7,7,7,6,6,7,9,10,10,9,8,7
767,6,6,7,7,7,7,7,7,7,7,7,7,6,6,7,7,7,7,7,7,7,7,8,7,7,7,7,7,7,7,6,4,5,6,6,7,7,8,9,9,7,5,4,4,4,4,6,8,10,9,9,8,3,0,0,0,3,12,13,11,5,2,4,9,11,8,5,6,7,8,9,10,8,6,4,3,5,9,11,10,5,2,5,9,9,4,3,5,6,3,5,11,13,12,7,4,1,1,4,8,12,11,8,5,5,6,6,6,7,6,5,5,7,7,7,7,7,8,8,8,8,8,7,5,4,4,4,4,6,8,9,9,9,8,7,5,4,4,5
768,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,6,6,6,7,7,7,7,7,7,7,8,10,13,13,13,0,0,0,0,0,2,5,8,9,9,9,10,10,9,7,3,2,13,13,9,6,5,3,6,12,12,13,13,13,12,9,6,4,4,6,6,6,7,8,7,5,4,3,2,2,3,4,6,8,9,6,3,2,2,4,8,9,7,4,2,3,5,6,6,5,5,5,5,5,5,5,5,5,6,7,7,7,7,7,7,6,6,6,7
769,6,6,6,6,6,7,7,7,7,7,6,6,6,6,6,6,6,6,6,7,7,7,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,7,8,8,8,8,8,8,9,5,0,0,8,11,13,13,12,0,1,0,0,0,1,5,9,9,6,6,6,5,6,8,9,9,7,8,7,7,6,5,5,4,4,7,6,5,6,7,7,8,11,12,12,4,0,0,2,13,13,13,10,4,4,6,7,7,8,8,9,8,8,7,7,7,7,6,5,4,5,6,7,7,7,7,7,7,6,6,6,7,7,7,6,6
770,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,6,6,6,6,6,7,7,7,7,7,6,6,9,12,13,12,8,4,2,1,2,3,4,4,3,2,1,1,8,13,13,12,2,0,4,11,10,8,5,5,6,7,7,7,7,6,5,5,7,12,13,10,1,0,0,7,12,13,8,1,0,7,13,11,2,0,1,8,12,11,7,3,4,10,13,13,6,0,0,1,10,12,10,0,1,8,13,13,5,0,2,7,9,5,5,8,10,11,8,4,3,3,5,7,8,7,5,5,6,7,7,7,7,7,7,7,6,6,5,5,7
771,7,7,7,6,6,6,6,6,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,6,6,7,6,6,6,7,7,6,6,6,6,7,8,8,6,5,5,5,6,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,7,7,7,6,5,6,6,6,7,8,9,4,4,7,8,8,7,7,7,7,7,6,6,8,13,13,10,13,0,0,13,7,0,0,0,1,10,12,13,12,12,10,8,7,7,8,8,8,7,6,6,7,7,7,7,7,7,6,6,6,7,7,7,7,7,7,7,7,7,7
772,9,8,6,6,6,3,0,0,3,6,8,10,10,12,12,10,8,7,7,4,3,4,5,5,3,3,3,5,7,8,8,6,5,4,5,7,7,8,8,7,7,7,6,7,8,9,10,10,11,10,8,7,7,8,7,6,4,4,6,7,4,2,3,4,5,6,9,10,11,12,13,7,0,0,1,5,9,11,10,7,4,2,2,6,8,10,9,10,9,4,8,7,7,9,9,7,5,4,5,5,4,5,7,6,5,7,7,8,8,6,4,4,5,7,10,10,8,7,7,7,7,5,5,6,6,6,4,6,7,7,8,6,6,6,7,8,6,6,7
773,2,2,5,9,10,10,8,7,7,8,6,7,8,9,10,8,4,3,3,3,3,3,5,5,6,8,9,10,11,12,11,9,8,6,5,6,7,8,9,10,12,11,8,2,0,1,4,5,7,8,5,3,2,4,6,9,10,9,9,8,8,7,5,5,5,4,5,2,0,0,0,4,7,11,13,13,13,8,5,6,4,4,5,7,9,4,6,5,8,9,10,11,10,10,11,11,8,5,5,6,6,7,5,5,4,4,6,3,4,5,7,6,2,2,2,2,3,6,8,9,11,10,9,6,6,6,6,9,9,9,9,8,6,5,6,7,8,7,6
774,8,6,5,5,7,6,4,3,2,2,3,4,6,6,8,8,8,9,9,8,5,6,6,6,6,6,6,6,8,10,10,11,10,8,6,6,8,9,8,8,8,8,8,7,5,5,6,7,3,2,5,8,8,8,8,6,4,4,4,5,8,9,9,7,6,4,2,2,2,3,4,6,6,6,7,8,10,10,10,10,8,8,6,6,8,8,10,10,9,8,5,7,5,7,6,7,8,8,9,8,5,4,4,4,4,5,7,8,7,8,8,8,8,7,7,8,8,5,3,6,9,8,8,6,3,2,3,4,5,6,7,6,9,11,9,5,4,6,7
775,7,8,8,8,8,6,6,5,5,6,6,8,8,9,8,6,5,4,5,6,7,7,8,8,7,6,6,6,5,5,6,8,7,6,6,5,5,5,7,8,7,7,7,7,7,8,8,7,6,3,2,4,3,2,2,5,9,10,11,11,10,8,7,4,6,9,9,9,8,9,8,7,5,5,7,9,9,8,7,6,5,5,4,4,5,6,7,5,7,7,5,6,8,8,8,8,7,7,8,10,9,10,10,9,6,5,6,5,5,7,8,7,6,7,7,8,8,7,4,3,4,2,2,2,4,6,9,10,9,8,7,5,3,2,2,4,5,5,7
776,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,6,6,6,7,7,6,6,6,6,6,6,7,7,7,5,1,0,0,0,6,13,13,13,13,13,13,13,3,0,0,0,1,2,1,1,1,2,4,6,7,7,7,8,8,7,6,6,7,7,7,6,6,6,6,6,6,6,6,7,7,7,7,8,8,7,7,7,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6
777,4,5,7,8,8,7,7,9,9,8,8,7,8,9,9,6,5,6,6,5,5,5,5,5,4,5,5,6,6,5,3,4,4,4,4,6,8,10,11,11,9,7,5,3,1,0,1,2,3,6,9,11,12,12,11,7,8,9,9,9,11,12,12,10,4,2,1,2,2,4,7,7,4,3,6,9,9,9,7,5,4,4,5,7,7,4,4,4,2,4,4,7,9,10,12,11,9,7,7,4,3,4,5,7,11,12,12,11,8,4,0,0,2,3,4,7,7,5,4,4,4,6,9,10,9,8,7,5,5,8,10,10,11,11,9,7,6,6,6
778,9,10,8,8,9,8,7,6,6,4,5,8,8,6,7,8,8,7,7,7,6,5,4,3,4,6,6,5,4,4,4,5,8,9,8,5,5,7,9,10,10,9,7,5,5,5,4,5,5,3,4,7,8,7,5,5,7,9,11,10,7,4,3,2,4,4,6,6,8,9,7,4,4,5,7,8,9,8,6,9,9,10,10,10,10,11,10,9,8,6,7,5,6,6,5,7,7,6,6,7,7,5,5,6,7,7,7,5,3,2,2,2,4,5,7,8,9,7,7,7,5,4,5,6,7,7,7,6,4,4,5,7,8,9,8,7,7,8,8
779,7,7,5,4,4,4,4,5,6,7,7,9,9,9,9,10,8,8,7,7,6,6,4,3,2,3,4,5,5,5,6,6,7,8,9,9,9,8,8,7,7,6,4,4,5,6,8,9,8,8,11,12,12,10,9,7,6,3,5,5,6,4,5,5,6,7,7,7,7,7,6,6,7,8,8,7,6,5,3,3,3,3,3,2,3,2,5,5,10,9,10,10,7,6,5,6,6,7,8,10,10,9,7,7,9,10,9,8,7,6,4,4,4,4,4,6,7,9,8,9,8,7,7,7,7,8,7,6,6,6,6,6,8,7,5,5,5,5,6
780,7,7,6,6,6,6,6,6,6,7,7,6,6,6,6,7,7,8,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,6,6,7,7,6,5,5,5,7,8,8,8,8,6,6,6,6,6,6,7,7,7,7,6,6,6,7,7,10,12,10,2,0,1,4,4,3,4,6,9,9,4,2,4,7,5,0,1,13,13,13,13,13,7,2,0,0,1,4,4,3,3,5,7,8,7,6,6,6,6,6,7,7,7,7,7,6,6,5,5,5,5,6,6,7,7,7,7,7,7,7,7
781,5,6,7,8,8,8,9,8,7,7,6,6,7,7,7,6,6,6,5,5,6,6,6,7,7,7,8,9,9,8,8,7,6,6,6,5,5,5,5,5,5,5,6,7,8,8,7,7,7,6,5,4,7,9,10,8,5,4,5,6,6,7,7,5,6,6,8,9,9,9,9,7,5,4,5,7,10,11,9,3,1,1,3,4,6,7,7,6,10,11,10,8,8,6,6,7,4,4,8,10,10,8,8,7,3,3,3,4,5,5,6,7,7,6,9,10,10,10,8,6,4,4,5,5,5,6,7,7,6,6,7,8,8,8,6,6,5,5,4
782,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,6,6,6,6,6,7,7,7,6,6,6,6,6,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,6,6,6,6,6,7,7,7,6,7,7,7,7,6,5,5,5,5,5,5,5,7,8,8,8,6,7,6,6,6,7,7,8,8,7,5,6,6,6,6,6,6,6,7,7,6,5,3,2,2,3,4,7,13,13,13,13,11,0,0,0,0,0,2,3,4,6,7,7,7,8,8,8,7,7,6,6,6
783,7,7,7,8,8,8,8,8,8,8,8,7,6,6,5,4,3,3,5,6,7,8,7,7,8,8,8,8,7,5,5,6,5,7,7,8,7,7,6,6,6,6,7,6,5,4,2,3,5,7,7,10,11,9,7,5,5,7,10,9,8,6,4,4,4,5,4,4,5,7,9,9,7,7,7,9,8,8,9,11,10,10,7,4,4,5,6,6,5,3,4,5,6,6,9,10,9,6,4,5,7,8,9,7,6,5,5,6,5,3,4,5,6,4,3,4,6,7,9,10,9,9,10,10,10,9,7,5,4,2,1,2,4,6,6,8,8,9,8
784,6,6,7,7,7,7,7,6,6,5,5,5,7,7,7,8,8,8,8,7,6,5,5,5,5,5,5,5,5,6,6,7,7,7,6,7,7,6,7,8,9,9,9,7,7,6,6,6,5,3,0,0,1,3,8,13,13,13,13,10,4,1,0,0,2,4,6,8,11,13,13,1,0,0,0,6,12,13,13,13,12,11,7,3,3,5,5,4,5,10,12,7,1,1,3,6,7,7,4,5,8,8,7,7,7,7,7,7,7,7,6,5,5,5,7,8,8,6,6,7,8,7,4,2,1,1,2,6,11,13,13,11,9,7,7,6,6,5,5
785,6,6,6,6,6,6,6,7,7,7,7,7,7,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,7,7,8,8,7,6,3,0,0,0,7,13,13,12,10,8,6,5,4,4,4,5,7,9,10,10,4,1,3,10,11,9,7,6,7,8,7,6,5,6,6,5,5,8,10,6,5,6,8,7,5,1,0,0,0,4,9,13,13,13,13,13,5,0,0,0,1,9,13,13,13,11,8,6,4,2,1,1,5,10,11,10,8,6,6,6,6,6,6,6,6,6,6,7,7,7
786,7,6,6,6,6,7,6,6,6,7,7,6,5,6,7,8,8,7,6,6,7,6,6,7,7,7,7,7,8,7,7,7,7,7,6,5,4,4,5,5,6,7,7,7,7,7,7,9,11,11,9,7,6,3,1,0,0,2,6,9,8,6,6,7,8,8,8,7,7,7,8,8,8,9,11,12,12,11,9,7,4,1,0,1,1,3,5,9,12,13,13,10,5,1,0,1,4,4,5,5,7,8,7,6,8,9,9,7,6,3,1,1,2,6,10,12,13,12,10,7,6,6,6,6,6,6,7,7,7,7,6,5,6,6,6,6,6,7,7
787,7,7,7,7,7,6,6,6,6,6,7,7,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,6,7,7,7,6,6,6,6,6,6,6,6,7,8,8,9,10,10,7,3,0,0,0,0,3,9,12,13,12,9,5,2,3,4,7,7,8,8,8,8,8,8,7,7,6,6,10,13,13,11,2,0,0,0,4,12,13,13,11,5,1,0,3,9,6,6,9,10,8,8,7,5,3,5,7,9,8,8,8,9,7,6,4,3,3,5,7,9,9,9,8,8,7,6,6,6,6,5,5,5,7,8,8,7,7
788,7,7,7,6,6,5,5,4,5,6,6,7,7,7,8,9,8,8,8,8,7,7,6,6,5,5,5,5,5,6,7,7,7,6,5,5,6,7,7,7,7,7,7,7,7,8,8,9,10,8,4,1,1,3,5,6,6,7,7,7,7,7,8,9,9,8,9,8,8,7,5,5,5,5,5,6,7,8,5,0,1,8,12,12,9,7,7,6,6,5,5,5,6,6,7,6,6,7,8,9,9,9,7,7,7,6,5,5,5,6,7,7,6,6,7,8,8,8,7,7,6,5,5,6,5,4,5,6,7,8,9,8,6,5,4,4,5,7,9
789,5,5,6,7,7,8,8,9,9,8,7,6,5,5,5,5,5,6,6,6,6,6,5,6,6,6,7,8,9,9,9,9,8,7,6,5,5,5,6,6,6,6,6,5,6,6,7,9,10,9,7,7,6,5,5,5,4,4,5,6,7,7,6,5,5,6,7,8,7,8,8,8,8,8,7,7,5,5,6,8,5,0,0,9,13,12,8,4,4,6,6,6,7,7,7,8,8,7,6,5,5,4,5,6,6,6,7,7,6,6,6,7,8,7,6,5,5,6,8,8,8,7,7,8,7,7,7,6,6,5,4,5,6,7,8,8,8,8,7
790,5,4,4,5,6,7,8,7,7,7,7,7,7,7,6,5,5,5,5,6,6,6,7,7,7,7,7,7,8,9,8,8,8,7,6,5,6,5,5,5,6,6,6,6,6,7,7,8,9,9,8,7,7,6,6,6,5,5,5,6,6,7,7,7,7,8,8,7,6,7,6,7,8,9,8,7,6,7,7,6,6,6,6,6,6,6,5,6,7,7,7,6,5,6,7,7,6,7,7,6,6,5,5,6,7,7,6,5,4,4,4,6,7,6,4,5,5,6,7,8,8,8,8,8,8,9,9,9,9,8,6,6,7,7,7,5,5,6,6
791,6,7,7,7,7,7,7,7,7,6,5,5,5,6,6,7,7,7,7,6,6,6,7,7,7,6,6,6,5,5,5,5,6,7,8,8,8,8,8,8,7,7,7,6,6,6,5,5,5,4,3,4,6,7,7,8,8,9,9,9,10,9,9,7,7,6,5,5,4,4,4,4,5,6,7,8,9,10,10,10,9,8,6,5,4,4,3,3,3,4,5,6,7,8,8,8,8,8,8,8,8,7,6,5,5,6,6,4,5,6,5,4,5,8,10,10,8,6,6,5,6,7,6,6,6,5,5,6,7,7,8,8,8,9,8,7,6,6,7
792,8,9,10,8,7,6,5,5,6,6,7,6,6,6,7,7,8,9,10,10,8,6,6,6,6,5,4,4,5,6,5,6,7,7,7,7,7,6,5,5,5,5,6,7,6,5,5,5,6,6,5,4,4,5,6,7,7,7,6,6,8,9,7,8,9,8,7,8,7,6,6,7,7,7,7,7,8,8,1,0,0,7,13,13,11,10,9,8,7,7,9,10,9,9,9,7,5,4,3,3,2,3,3,4,4,4,3,3,8,13,13,7,1,4,7,7,6,4,4,5,5,6,7,8,8,8,8,7,5,5,6,8,9,10,10,10,9,8,5
793,6,5,5,6,7,6,6,7,6,5,4,5,5,6,8,8,8,7,5,4,4,5,5,6,8,8,9,9,9,7,6,6,4,3,4,5,5,7,9,9,7,6,6,5,4,6,10,13,13,13,9,2,0,1,3,9,12,12,7,4,4,4,3,3,3,3,3,3,5,6,7,8,8,8,8,8,8,8,9,6,2,1,4,7,8,8,8,7,5,3,4,5,5,6,7,6,5,5,6,6,5,6,8,9,10,9,7,7,9,10,7,1,0,1,5,9,11,12,12,12,10,8,6,5,5,4,6,6,6,6,6,6,7,8,8,9,10,9,9
794,9,9,9,8,6,5,4,4,5,6,7,8,8,8,8,7,6,5,4,4,4,5,7,10,10,10,8,7,6,5,5,6,7,7,8,7,7,7,6,5,4,4,5,6,7,8,9,10,10,7,4,3,2,2,2,3,5,5,5,6,6,7,8,7,8,9,9,8,7,7,6,6,8,10,10,9,9,8,9,9,8,8,7,5,3,2,3,4,3,3,4,6,7,8,9,8,9,8,8,7,5,4,3,3,4,5,5,5,5,6,5,3,4,11,13,13,7,3,4,4,3,3,5,7,9,11,11,11,11,11,9,7,5,5,5,4,3,4,4
795,6,7,7,8,7,8,8,7,7,7,7,6,6,6,6,8,8,8,7,7,6,5,5,7,6,6,6,6,6,6,6,6,7,8,9,10,10,9,7,7,5,7,6,6,5,4,5,7,9,10,10,11,10,9,8,6,4,4,4,4,4,4,4,5,5,7,6,8,9,9,9,8,9,8,7,6,5,3,2,1,1,1,3,5,7,9,10,11,11,10,11,10,8,8,7,7,6,6,7,7,7,7,7,7,7,7,8,8,8,8,9,11,9,0,0,0,0,4,6,8,9,8,8,9,9,9,8,7,7,6,6,5,7,7,6,6,5,5,5
796,2,3,3,5,8,10,11,11,11,9,8,7,7,7,7,7,7,6,7,7,6,6,6,7,8,8,9,10,11,10,9,9,9,9,8,7,7,7,6,6,6,4,3,4,5,5,7,9,8,6,3,2,2,1,0,0,2,4,4,4,7,9,10,10,10,11,11,12,11,10,10,8,7,5,4,2,3,5,5,4,6,6,5,5,6,8,8,6,4,4,6,7,8,9,10,9,9,8,7,6,6,5,5,5,4,3,3,4,3,3,4,6,9,10,11,11,10,10,9,7,7,8,8,9,13,13,4,0,0,3,4,3,2,2,4,8,10,9,8
797,6,7,6,4,5,6,5,6,7,7,8,9,11,12,12,11,10,8,7,6,6,7,6,5,4,3,3,4,6,7,8,8,7,8,8,7,6,8,9,8,8,9,8,5,5,7,7,7,7,5,3,4,6,7,8,10,8,7,6,6,6,4,5,5,6,6,5,6,8,8,7,6,7,7,7,10,10,10,9,8,6,7,8,8,7,6,9,10,8,5,4,7,10,10,8,7,6,5,4,3,3,3,3,3,3,3,4,4,1,0,0,5,8,8,8,7,8,8,8,7,7,7,7,6,7,10,13,13,12,1,0,0,4,7,8,6,3,3,6
798,7,7,7,7,7,7,6,6,6,6,7,7,8,7,7,7,6,6,5,5,5,5,5,6,7,8,8,8,7,7,8,8,8,8,8,8,8,8,7,7,7,6,6,6,7,6,6,6,6,5,5,5,4,4,5,5,5,6,6,5,5,5,5,6,7,7,6,6,6,6,6,6,7,7,7,7,7,6,6,7,8,8,8,8,7,7,7,7,7,7,7,6,6,6,6,6,7,7,7,8,7,6,6,6,6,6,7,7,7,6,6,6,7,7,7,7,7,6,6,6,7,7,6,6,7,9,11,13,13,7,0,0,0,0,0,11,13,13,13
799,7,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,6,6,7,7,7,7,7,7,7,6,6,7,7,7,7,7,7,7,7,7,7,6,6,6,6,7,7,8,7,7,6,6,5,6,6,7,6,7,7,7,7,7,7,7,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,7,7,7,7,7,7,7,7,8,7,7,7,7,7,7,7,6,6,6,6,6,6,7,7,7,7,7,7,7,6,6,7,8,10,9,3,0,0,0,1,13,13,13,13,13,6,1,0,0,1,1,2,3
800,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,8,10,11,11,4,0,0,0,0,11,13,13,13,13,11,4,2,1,1,1,2,3,4,6,7,8,8,8,8,9,10,4,0,3,10,11,8,8,6,6,6,7,6,6,6,7,7,6,6,7,7,6,6,6,6,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,6,6,6,6,6,6,7,7,7
801,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,7,7,7,7,7,7,6,6,10,13,13,0,0,0,1,13,13,13,13,13,12,8,6,5,4,2,2,2,3,4,4,5,5,6,8,9,5,1,4,10,11,10,9,7,6,7,7,6,6,6,6,6,6,6,7,7,7,6,6,6,6,6,7,7,7,7,7,7,7,7,7,6,6,7,7,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,6,6,7,7,6,6,7
802,7,5,4,4,4,5,6,8,9,10,10,9,8,7,7,8,8,7,7,6,6,6,5,4,3,4,5,6,6,6,7,9,11,11,10,8,5,4,4,4,4,4,5,6,8,9,9,7,7,9,9,4,2,1,1,4,6,10,12,12,10,8,6,6,6,7,8,7,7,5,5,5,5,5,7,9,10,10,10,11,10,4,1,3,5,5,5,4,3,3,4,4,5,7,9,10,10,10,11,10,9,8,7,6,4,4,4,3,3,3,5,6,7,8,7,6,5,5,6,9,9,8,6,7,6,3,3,4,5,5,6,8,9,10,10,9,8,7,5
803,7,7,7,8,9,8,8,8,8,8,7,7,7,6,6,6,7,7,6,6,6,7,8,8,8,7,6,3,2,4,6,7,7,6,7,6,7,7,6,5,4,4,4,5,7,8,9,10,10,8,1,0,0,3,10,10,9,9,10,8,9,9,6,3,4,7,10,11,11,9,9,8,7,4,2,2,4,5,6,8,8,5,3,5,8,10,10,10,10,10,8,7,5,4,4,4,4,4,6,9,9,9,8,7,6,6,7,6,7,9,10,10,10,9,8,6,6,7,7,6,5,4,4,4,5,6,7,7,8,8,7,7,7,7,6,6,6,4,3
804,7,7,7,7,7,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,7,7,7,6,7,7,6,6,7,6,7,7,7,7,7,7,7,8,10,11,9,5,1,0,6,13,13,12,6,0,0,0,2,13,13,13,12,10,0,0,0,0,8,13,13,11,10,6,2,7,10,10,8,7,7,7,8,7,7,7,6,7,7,7,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,6,6,6,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7
805,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,7,7,7,7,7,6,6,7,10,10,6,5,9,12,13,12,0,0,0,13,6,4,0,1,7,7,7,9,9,8,7,7,7,9,12,10,2,0,0,0,1,13,13,13,13,7,1,0,0,0,3,8,9,8,8,9,9,8,7,6,5,5,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
806,7,6,6,6,7,7,6,6,6,7,7,7,7,7,7,7,6,6,6,6,6,6,7,7,7,8,7,7,7,7,7,8,9,7,5,4,4,6,7,7,7,7,7,9,10,11,12,13,12,3,0,0,0,1,4,5,6,9,9,8,8,8,8,9,10,10,10,9,7,7,5,3,2,3,6,10,12,12,10,7,3,1,0,0,2,7,11,13,13,11,6,3,1,1,4,7,10,11,11,10,9,8,6,4,3,4,5,8,9,5,3,4,6,7,6,7,7,7,8,7,7,8,9,9,8,7,7,5,5,5,6,7,8,8,8,7,6,6,6
807,6,7,7,7,8,8,8,7,7,6,6,7,7,6,8,8,9,8,8,7,6,5,5,6,6,7,7,7,7,6,5,6,6,6,6,6,7,8,8,8,7,6,6,7,7,8,8,7,5,3,4,4,4,3,2,3,6,7,8,9,10,10,10,7,4,3,4,4,5,6,6,6,5,6,6,7,8,9,10,10,6,2,3,5,8,8,8,7,6,5,4,4,5,5,7,8,9,8,9,9,8,8,8,8,7,6,7,6,5,4,5,5,6,7,8,9,9,9,8,8,8,8,7,7,6,4,2,3,3,3,3,4,5,6,8,10,10,7,7
808,5,5,5,4,5,6,6,7,7,8,10,10,11,11,10,9,8,6,5,5,5,3,3,4,5,5,6,7,8,10,10,10,9,9,8,6,5,5,5,5,4,3,3,3,5,7,8,9,10,10,9,7,5,6,7,6,6,3,4,5,5,5,7,8,8,7,7,7,7,7,7,7,7,7,6,5,4,3,4,5,6,8,10,9,5,5,7,10,10,10,9,7,6,5,5,4,4,5,6,6,8,9,9,8,9,10,9,8,8,7,5,4,4,2,1,1,1,3,8,9,7,5,6,6,6,7,9,9,9,9,9,10,8,7,7,7,6,4,2
809,7,7,7,7,7,7,7,7,6,5,5,6,7,7,7,6,5,5,4,5,7,8,9,8,6,6,6,6,5,5,5,6,6,7,7,8,9,10,10,10,10,9,7,5,5,5,6,7,7,6,5,6,8,8,9,9,9,9,9,9,7,5,4,2,2,3,4,5,5,6,6,7,6,7,6,8,8,8,9,6,4,4,5,6,5,6,6,5,4,2,4,9,10,9,7,7,9,8,7,7,7,7,7,6,6,5,6,7,9,9,7,7,7,8,8,7,6,6,6,8,9,10,10,9,9,8,8,7,8,8,11,11,7,0,0,0,1,5,7
